chromosome	pval.human	pval.chimp	zeta.human	zeta.chimp	size	Specificity	maf_common	S_common	maf_rare	S_rare	eQTLs	PhastCons	PP_con	PP_acc	gene	dTSS	type
chr12:114467949-114468248	0.0846370887518425	0.657182659173975	2.14434382071169	1.49788498282584	299	0.984127	0.10565	2	0.0018	1	0	0.188	0.9918481	0.0947497	RBM19	-63988	ncHAE
chr12:115299928-115300228	0.218286256859158	1	1.90679640247935	0.039121507773955	300	0.99206349	0.3514	3	0.0042	1	0	1	0.9999959	0.002808741	TBX3	-178683	ncHAE
chr12:119363755-119364055	0.0537941965909958	1	2.25058704639903	0.408478832360341	300	0.99206349	0	0	0.0067	4	0	0.9455	0.9998599	0.008888313	SRRM4	-55395	ncHAE
chr12:120848337-120848837	0.0256508185698667	0.779151706007312	3.11013156566506	1.09391691024786	500	0.984127	0.1504	1	0.0012	5	1	0.012	0.991452	0.06971857	COX6A1	-27306	ncHAE
chr12:12472927-12473227	0.271477933805559	1	1.95666632633713	0.0724631268205961	300	0.81746	0	0	6e-04	1	0	NA	0.9996378	0.02303467	MANSC1	30398	ncHAE
chr12:12735927-12736239	0.00232270222438491	1	4.10683501580019	0.387666440777304	312	0.52381	0.0148	3	0.0076	1	0	NA	1	2.837231e-06	DUSP16	-20766	ncHAE
chr12:130335830-130336130	0.0325610757648268	0.857156929726007	2.4576029011786	0.419933045839483	300	0.99206349	0.09875	2	0.0024	6	1	0.0015	0.9995659	0.02480624	TMEM132D	52231	ncHAE
chr12:133702062-133702445	0.550495638308887	1	1.45628594074315	2.16275626048899e-14	383	0.99206349	0.1492	3	0.0016	2	3	1	0.9899061	0.1299418	ZNF891	4805	ncHAE
chr12:14047087-14047404	0.0391319989844465	1	3.04685269157405	2.68954821575448e-14	317	0.984127	0.1436	1	0.0038	2	0	NA	0.9999962	0.00090795	GRIN2B	85807	ncHAE
chr12:16125091-16125390	0.746356695184801	1	1.51059169552134	0.486556228832108	299	0.99206349	0.3051	1	0.0016	3	1	NA	0.6837747	0.799285	DERA	61135	ncHAE
chr12:16171037-16171679	0.72239235984949	1	1.08349163386845	0.358180763909222	642	0.9761905	0.0126	4	0.002	7	0	NA	0.9999028	0.007247441	DERA	107252	ncHAE
chr12:16236889-16237189	0.487265926751919	1	1.52256507005887	0.263231909390745	300	0.9761905	0.0298	1	9e-04	4	0	NA	0.999453	0.02957452	DERA	172933	ncHAE
chr12:16350577-16350877	0.181349275797449	0.114640322034791	1.87231126909855	0.90558957506609	300	0.984127	0.4192	8	0	0	4	NA	0.9928955	0.1124694	SLC15A5	79892	ncHAE
chr12:16859732-16860031	0.0641642293881075	0.912214931131589	1.74186854519542	0.808858726497688	299	0.99206349	0.0974	2	0.0037	2	0	NA	0.999875	0.01319997	LMO3	-99798	ncHAE
chr12:17290452-17290752	0.0180303900048094	1	3.18805092387893	1.74234683578112e-14	300	0.99206349	0.4463	2	0.0014	1	0	NA	0.999999	0.000183116	LMO3	-530518	ncHAE
chr12:17583263-17583696	0.490958017331686	1	1.42228884792768	2.36410002664332e-14	433	0.99206349	0.4155	1	8e-04	5	0	NA	0.9979372	0.05838193	RERGL	659647	ncHAE
chr12:17939224-17939533	0.00484506092688852	0.268197286046769	3.63932081215432	1.86149299015694	309	0.984127	0.1201	2	8e-04	5	1	NA	0.9999216	0.002471902	RERGL	303748	ncHAE
chr12:19461373-19461698	0.0524578065172321	1	2.73543356834547	0.271014911423595	325	0.984127	0.1156	1	0.0012	3	0	NA	0.9918343	0.07904336	AEBP2	-131072	ncHAE
chr12:23138956-23139506	0.488950941910536	1	1.0897009917143	1.39981893981526e-14	550	0.99206349	0.02017	1	0.0015	2	0	NA	0.999227	0.03515823	ETNK1	361222	ncHAE
chr12:23343162-23344184	1	1	0.471879347778992	2.75840629345251e-14	1022	0.99206349	0.0138	3	8e-04	9	0	NA	0.9774476	0.2012124	ETNK1	565664	ncHAE
chr12:24034427-24034805	0.366314685347692	1	1.54542599733003	1.87595615716803e-14	378	0.984127	0	0	0.0028	3	0	NA	0.9957813	0.0813262	SOX5	68021	ncHAE
chr12:24169293-24169593	0.00364522352221297	0.37570573078828	1.96303135003066	1.22401569414663	300	0.99206349	0.03805	2	0.0011	2	0	NA	0.9999454	0.005443593	SOX5	-66806	ncHAE
chr12:24382928-24383330	0.691474288526805	1	1.30861312950865	1.2775430004542e-14	402	0.896825	0.20065	2	0	0	0	NA	0.9999964	0.00260165	SOX5	-280492	ncHAE
chr12:24392353-24392660	0.122641849051139	0.0906427057443457	2.18880058646141	1.12626146854383	307	0.99206349	0.0761	3	0.0032	1	0	NA	0.9999725	0.002675286	SOX5	-289870	ncHAE
chr12:31030248-31030548	0.065500248711986	1	1.63421451237708	0.478997240070536	300	0.984127	0	0	0.0045	2	0	NA	0.9304846	0.4090582	TSPAN11	-49494	ncHAE
chr12:3246807-3247107	0.095319297223837	1	2.50379885414006	1.84115649932419e-14	300	0.68254	0.0234	1	0.0033	2	0	NA	0.9990894	0.02612826	TSPAN9	60414	ncHAE
chr12:33947556-33947855	0.00207863057609103	0.854620195927946	4.08555155348619	1.08927636350627	299	0.99206349	0.27095	6	0.0014	3	4	NA	0.9999974	0.0002377417	ALG10	-227510	ncHAE
chr12:3600608-3600908	0.00160107580830471	1	4.31427015855732	0.356176615735129	300	0.9047619	0	0	0.008	1	0	NA	1	5.419322e-06	PRMT8	356	ncHAE
chr12:41906827-41907126	0.105343061854158	0.159523418993887	2.31473249471925	1.95083633009275	299	0.984127	0.155	1	0.003	4	0	NA	0.990032	0.1281329	PDZRN4	324727	ncHAE
chr12:41981523-41981822	0.00148434192407554	1	3.82171975145006	1.67469240170827e-14	299	0.99206349	0.33315	4	0	0	0	NA	0.9999916	0.001089653	PDZRN4	399423	ncHAE
chr12:42219732-42220031	1	0.152790296552999	1.00253283745051	1.5943801823237	299	0.99206349	0.1989	2	0.0036	3	0	NA	0.6997684	0.8729789	GXYLT1	318799	ncHAE
chr12:43390564-43390864	0.182948531605603	1	1.96966667201852	1.85014730054036e-14	300	0.968254	0.225145	2	0.0022	2	0	NA	0.9969478	0.06982916	PRICKLE1	-512917	ncHAE
chr12:43585698-43585997	0.241131637110443	1	1.27337897785461	0.770169963041516	299	0.99206349	0.0176	1	6e-04	1	0	NA	0.9361672	0.3962221	ADAMTS20	359876	ncHAE
chr12:45188651-45188950	0.0756426746499819	1	1.69600192129618	2.1313229015781e-14	299	0.99206349	0.0176	5	0.0027	2	0	NA	0.9996017	0.026766	NELL2	82079	ncHAE
chr12:48152862-48153162	0.183930781251165	0.839225541355761	2.12222366089898	0.83581724530336	300	0.047619	0.0481	5	0.0016	5	4	NA	0.9958802	0.08020488	RAPGEF3	-584	ncHAE
chr12:54197009-54197309	0.304121483694321	0.957365188796198	1.29857228990464	0.872523587672622	300	0.984127	0.09485	2	0.0012	3	0	NA	0.9784019	0.2483046	CALCOCO1	-75935	ncHAE
chr12:58526125-58526424	0.651691673381852	1	1.02445993456216	0.620305420904223	299	0.99206349	0	0	0.0028	4	0	NA	0.8519165	0.6363849	XRCC6BP1	190915	ncHAE
chr12:60669571-60669871	0.316065633400644	0.792250424765013	1.71951850561521	1.12054878540154	300	0.99206349	0.1842	2	0.0024	2	0	NA	0.9811723	0.1870385	SLC16A7	586603	ncHAE
chr12:60916475-60916774	0.0865784592492306	1	2.61605535193631	0.500565536431635	299	0.952381	0.3924	1	0.0032	3	0	NA	0.999215	0.02462139	SLC16A7	833507	ncHAE
chr12:61426358-61426657	0.159822577684577	1	1.37701046459546	0.343349534652784	299	0.99206349	0	0	0.0042	3	0	NA	0.9989582	0.06339669	FAM19A2	1160115	ncHAE
chr12:64790467-64790767	0.371648862955333	1	1.79759569088828	1.75969271661422e-14	300	0.968254	0.121	1	0.0018	3	0	NA	0.9714198	0.2266519	XPOT	-7513	ncHAE
chr12:67372728-67373027	0.0798559032809689	0.785936055016666	2.50525336299062	1.63976557316156	299	0.99206349	0	0	0.0012	1	0	NA	0.9998316	0.009712766	CAND1	-290183	ncHAE
chr12:67451467-67451766	0.0807708552143003	1	2.59903193802181	2.51966773131899e-14	299	0.99206349	0.028465	2	7e-04	2	0	NA	0.9981118	0.05339415	CAND1	-211444	ncHAE
chr12:68286834-68287133	0.0103180268382088	1	2.38631734785894	0.493696004717676	299	0.888889	0	0	0.0026	2	0	NA	0.9999521	0.004736575	DYRK2	244483	ncHAE
chr12:69351137-69351440	0.213817886922458	1	1.96161197280172	4.6575253942931e-14	303	0.896825	0.367	2	0.0036	1	0	NA	0.9969683	0.05538258	CPM	-24310	ncHAE
chr12:72374305-72374657	0.399462403163601	1	1.66332215600767	1.59944776179465e-14	352	0.9761905	0.4504	2	0.0017	2	0	NA	0.9998763	0.01244458	TPH2	41855	ncHAE
chr12:72396926-72397242	0.154870980699218	1	1.99093727937998	0.0523561214405351	316	0.99206349	0.1785	1	0	0	0	NA	0.9999703	0.006253778	TPH2	64458	ncHAE
chr12:72477134-72477433	0.0709984779934726	1	2.66504087112684	0.513160751730599	299	0.99206349	0.0292	7	0.0056	1	0	NA	0.9997998	0.009876069	TPH2	144658	ncHAE
chr12:72542009-72542309	0.0412522150771386	1	2.04995946478753	0.914872764511673	300	0.99206349	0.0128	1	0.0016	3	0	NA	0.9970329	0.06973323	TRHDE	-124304	ncHAE
chr12:72611380-72611679	0.300632139849157	1	1.67395021850656	1.91253930865783e-14	299	0.9761905	0	0	0	0	0	NA	0.9959812	0.1148808	TRHDE	-54933	ncHAE
chr12:72627902-72628202	0.239633956924469	1	1.72108745593056	0.393217854294694	300	0.99206349	0.2031	1	0.0026	1	0	NA	0.9982378	0.05318914	TRHDE	-38411	ncHAE
chr12:72816110-72816410	0.290132588546876	0.325197473871749	1.77481029148133	0.639559199135234	300	0.99206349	0.0439	1	0.003	1	0	NA	0.9994409	0.02892308	TRHDE	149797	ncHAE
chr12:73486165-73486465	0.0992834655557395	0.00189102296672883	2.2687215897022	2.48177369866445	300	0.984127	0.16615	2	0.0038	1	0	NA	0.9956821	0.06666655	TRHDE	819852	ncHAE
chr12:73671656-73671956	0.0725737292133636	1	2.64513624695035	1.94406480014598e-14	300	0.9603175	0.23995	2	0.0031	2	0	NA	0.9988664	0.02920778	TRHDE	1005343	ncHAE
chr12:73672581-73672880	0.476020687222196	1	1.49864586878987	2.46547503183457e-14	299	0.99206349	0.3249	2	0.0011	2	0	NA	0.9591721	0.3245716	TRHDE	1006268	ncHAE
chr12:77343290-77343589	0.306187939867876	0.914629723402684	1.93543974832444	0.422402093547073	299	0.99206349	0	0	0.0024	2	0	NA	0.9983484	0.07549005	CSRP2	-70600	ncHAE
chr12:79462004-79462308	0.0497469991529816	0.471386495348743	1.76205641673609	0.839451170175799	304	0.968254	0	0	4e-04	1	0	NA	0.996085	0.1111234	SYT1	203707	ncHAE
chr12:79620667-79620977	0.0660825315454378	0.236737635478956	2.17466905178417	1.78005436872951	310	0.984127	0	0	0.0066	1	0	NA	0.9993278	0.02184391	SYT1	362373	ncHAE
chr12:83656378-83656678	0.306434286554549	0.762702553534425	1.83781383656012	0.821116600163182	300	0.99206349	0	0	8e-04	3	0	NA	0.9955286	0.08611132	TMTC2	575869	ncHAE
chr12:84312981-84313280	0.0141078446390841	1	3.1655657767061	0.106789912831163	299	0.99206349	0.10615	4	0.0031	2	0	NA	0.9999989	0.0003271102	SLC6A15	993524	ncHAE
chr12:86726770-86727069	0.211520031500205	1	1.57201872932899	1.53222566530155e-14	299	0.984127	0	0	0.0036	2	0	NA	0.9852298	0.2077374	MGAT4C	-76875	ncHAE
chr12:86984528-86984827	0.176297962317645	1	2.2716515171878	2.64163910786793e-14	299	0.99206349	0	0	0.0018	3	0	NA	0.9992742	0.0312491	MGAT4C	-334633	ncHAE
chr12:89743566-89743941	0.0862436786338625	1	2.553545994464	0.350454066080882	375	0.865079	0.0531	7	0.0018	3	5	NA	1	4.374222e-05	DUSP6	3294	ncHAE
chr12:90301585-90301885	0.11507758175604	0.99226434340208	2.39323939193056	0.47818378674947	300	0.9444444	0.2553	2	0.0022	3	1	NA	0.9999616	0.004303647	ATP2B1	-199127	ncHAE
chr12:90460063-90460362	0.231766396899083	1	2.02603347957675	0.460499673689319	299	0.984127	0.10665	2	0.0016	3	0	NA	0.9990265	0.03730961	ATP2B1	-357605	ncHAE
chr12:92191319-92191689	0.524269571385406	1	1.35241875465145	1.14596455937881e-14	370	0.99206349	0.2425	2	0.0016	1	0	NA	0.9996298	0.01679279	BTG1	348169	ncHAE
chr12:92562153-92562604	0.689659703811458	1	0.58991166300667	0.512390138479324	451	0.99206349	0.02	3	0.0014	1	0	NA	0.8602327	0.626417	BTG1	-22706	ncHAE
chr12:92757319-92757618	0.439495968240191	0.84643037965927	1.46438739887234	1.11988891554016	299	0.968254	0.0178	3	0.0027	2	0	NA	0.9773435	0.2520712	CLLU1	-60266	ncHAE
chr12:94928876-94929175	0.0049255192505282	1	4.51956031837862	0.940962180200222	299	0.968254	0.2135	1	0.0015	4	1	NA	0.999968	0.002303066	CCDC41	-75298	ncHAE
chr12:97363505-97363805	0.142979687715288	0.870033918514142	1.65833530137238	1.02345249354919	300	0.99206349	0.0155	2	8e-04	3	0	NA	0.9992331	0.05161553	NEDD1	62411	ncHAE
chr12:974179-974588	0.00293170476508253	1	3.07184979922848	1.89981986066706e-14	409	0.99206349	0.346	5	0.0035	4	0	NA	0.9999999	2.30788e-05	RAD52	84504	ncHAE
chr12:97507429-97507728	0.00552568767516715	1	3.82776424586437	0.262437774580483	299	0.99206349	0.4732	1	0	0	0	NA	0.9999951	0.0003333584	NEDD1	206335	ncHAE
chr12:97931253-97931624	0.348284956065483	1	1.64239841636822	0.253323132961029	371	0.99206349	0	0	0.003	3	0	NA	0.9999983	0.001612703	NEDD1	630195	ncHAE
chr12:98126180-98127046	0.104751219212733	1	1.87022260420131	0.729997466280913	866	0.99206349	0.031	3	0.0016	9	0	NA	0.9949159	0.0329915	TMPO	-782795	ncHAE
chr12:9961646-9961946	0.1441423892612	1	2.17740854365928	0.324053726421956	300	0.99206349	0.0455	3	4e-04	2	0	NA	0.9951611	0.07157274	KLRF1	-18281	ncHAE
chr12:99728049-99728348	0.047141921325713	1	2.8122342941396	1.27988862101789e-14	299	0.99206349	0	0	6e-04	1	0	NA	0.9999991	0.0003106631	ANKS1B	649816	ncHAE
chr13:100578313-100578627	0.0483215879560165	0.744199347346941	3.06727651016192	0.501987064511945	314	0.9365079	0.4022	1	0.0045	4	0	0.976	0.9904477	0.1059514	ZIC5	45693	ncHAE
chr13:101126009-101126524	0.147817299475368	0.257484444815041	2.01726840142809	0.664282616345202	515	0.984127	0.11185	2	0.0012	3	1	0.945	0.9998992	0.00379093	GGACT	109984	ncHAE
chr13:102373143-102373443	0.10983804358214	1	2.33568789193261	0.368062128995074	300	0.99206349	0	0	0.0018	2	0	0.988	0.9999924	0.00183951	ITGBL1	268327	ncHAE
chr13:103597741-103598051	0.168286435859889	1	2.17971404778854	0.713615649563802	310	0.984127	0	0	0.0014	5	0	0.983	0.9959125	0.0807341	ERCC5	100702	ncHAE
chr13:103795867-103796166	0.151030482378791	0.704379461218055	1.91656194832086	1.16782893961419	299	0.99206349	0	0	0	0	0	0.989	0.9973149	0.06965853	SLC10A2	-76821	ncHAE
chr13:103900891-103901280	0.402406271525973	1	1.61779253431646	9.19855752790126e-15	389	0.99206349	0.151	3	8e-04	1	0	1	0.9958026	0.1132974	SLC10A2	-181890	ncHAE
chr13:104342387-104342811	0.317955007174498	1	1.49190215952792	2.28217013447237e-14	424	0.99206349	0.027	1	0.001	4	0	1	0.9993038	0.03202943	SLC10A2	-623403	ncHAE
chr13:104796502-104796802	0.0348905392928527	0.46876232136912	3.22850938162623	0.911857151966671	300	0.9126984	0.0475	1	0.0055	2	0	1	0.9994894	0.01740036	SLC10A2	-1077456	ncHAE
chr13:105464975-105465275	0.147744006852091	1	2.25114578337343	0.0558169277956626	300	0.99206349	0.2616	3	0.001	5	0	0.1005	0.9996391	0.02216811	DAOA	-653467	ncHAE
chr13:105655788-105656088	0.229622857599959	1	1.98770576710212	0.359088875585419	300	0.99206349	0	0	0.001	1	0	0.9455	0.9992295	0.03404709	DAOA	-462654	ncHAE
chr13:105669786-105670193	0.335062048826594	1	1.46826391318016	1.70881807321058e-14	407	0.99206349	0.0738	2	0.0028	4	0	1	0.9990451	0.03687962	DAOA	-448602	ncHAE
chr13:106357612-106357911	0.115951141333297	1	1.79191745485813	0.484800129391326	299	0.99206349	0.1715	1	0.0011	4	1	0.882	0.9986264	0.06650647	DAOA	239170	ncHAE
chr13:106836112-106836411	0.00647210092711736	1	3.96311391509873	1.56750836691135e-14	299	0.952381	0.24135	2	0.001	3	0	0.92	0.9999452	0.002543093	EFNB2	351200	ncHAE
chr13:106946912-106947212	0.152719226853997	1	1.90215766341798	2.73921047248926e-14	300	0.9761905	0.0268	1	0.0026	4	0	0.4245	0.9906774	0.1614644	EFNB2	240400	ncHAE
chr13:107275451-107275751	0.136848587471025	1	2.31444715734552	1.70582164754447e-14	300	0.99206349	0.1386	1	0.0078	1	0	1	0.9994783	0.02996277	ARGLU1	-55089	ncHAE
chr13:112639246-112639545	0.105701098588775	1	2.48827144832765	0.893260949913164	299	0.99206349	0	0	0.0042	1	0	0.608	0.9870793	0.1220039	SOX1	-82517	ncHAE
chr13:21522090-21522425	0.0747909735305817	1	2.15291190268576	1.81569976352078e-14	335	0.9365079	0.046725	6	0.0033	4	3	NA	0.995113	0.0713016	XPO4	-45309	ncHAE
chr13:22495814-22496113	0.0305525072337363	0.236012608964774	2.49509233757659	1.81222707423581	299	0.9761905	0	0	8e-04	2	0	NA	0.9998654	0.008377903	FGF9	250442	ncHAE
chr13:28540170-28540469	0.0869575103803183	1	1.43408850515337	2.25644055301401e-14	299	0.888889	0.2151	1	8e-04	1	1	NA	0.9910484	0.2472051	CDX2	4956	ncHAE
chr13:32179952-32180251	0.0454022736257722	0.858264897445714	2.77173363327035	0.939214080479713	299	0.984127	0.1544	3	0.0012	4	2	NA	0.9996075	0.0125088	RXFP2	-133577	ncHAE
chr13:34644260-34644559	0.0664211655738762	1	2.69712277267937	1.64065490260667e-14	299	0.698413	0	0	7e-04	2	0	NA	0.999949	0.004148157	RFC3	252224	ncHAE
chr13:34951332-34951631	0.0600254237396634	0.793427405899995	2.74667827294645	0.819657815267079	299	0.99206349	0.3283	2	0.0032	1	0	NA	0.9997472	0.01202567	RFC3	559296	ncHAE
chr13:38527868-38528168	0.000822952984992797	0.181402550925055	3.83757800622159	1.68882877509692	300	0.99206349	0.0761	5	0.0012	2	1	NA	0.9999999	1.132472e-05	TRPC4	-84079	ncHAE
chr13:39357104-39357404	0.0521524377126044	0.644104604529004	2.67076697900867	0.83488166061194	300	0.99206349	0.0377	3	0.0021	4	0	NA	0.9996518	0.01152385	FREM2	95988	ncHAE
chr13:40661366-40661666	0.035221226214586	1	1.83303660707753	1.34535408936925e-14	300	0.9603175	0	0	7e-04	2	0	NA	0.9998344	0.0148975	COG6	431702	ncHAE
chr13:42280959-42281259	0.135531988170811	0.926922925316136	1.97516324322443	0.971606336823296	300	0.984127	0.0689	1	0.002	2	1	NA	0.9946778	0.09133634	RGCC	249414	ncHAE
chr13:43809252-43809551	0.850431187795355	0.693171000085632	0.619374336355469	1.35534098280776	299	0.9047619	0	0	0.0025	2	0	NA	0.8395513	0.7799652	DNAJC15	212063	ncHAE
chr13:43889749-43890052	0.159296889076049	1	1.95443720736412	1.52344152044204e-14	303	0.99206349	0.04705	2	0.0044	1	0	NA	0.9973069	0.0952471	DNAJC15	292562	ncHAE
chr13:44619326-44619626	0.162672868781267	1	2.46162797343819	2.18474379109257e-14	300	0.9761905	0	0	0.0024	4	0	NA	0.9977411	0.05938426	SMIM2	115917	ncHAE
chr13:48224394-48224693	0.025417539676491	1	3.08437966098214	0.263934027230948	299	0.952381	0.3916	1	0	0	0	NA	0.9999957	0.0005065417	SUCLA2	350918	ncHAE
chr13:49000893-49001249	0.273888038625813	1	2.00165293946553	2.51045920127455e-14	356	0.9444444	0.0102	1	0.0019	2	0	NA	0.9835889	0.1660701	LPAR6	17769	ncHAE
chr13:53499999-53500334	0.0641271707294777	0.544724121541742	2.39687006567202	0.845786769655954	335	0.9603175	0.3377	1	0.0033	2	1	NA	0.9996155	0.01148954	PCDH8	-77392	ncHAE
chr13:53837354-53837654	0.309809435348468	1	1.78925391021028	0.0147071577953469	300	0.99206349	0.0236	3	0.001	3	0	NA	0.9940826	0.1377572	OLFM4	234610	ncHAE
chr13:54152601-54153039	0.0995903120678613	1	2.46800250004441	2.76190296352596e-14	438	0.99206349	0.015	1	0.0025	6	0	NA	0.9999988	0.000605483	OLFM4	549926	ncHAE
chr13:54399707-54400024	0.315413182212404	1	1.85190469190884	2.77511909144355e-14	317	0.99206349	0.1156	5	0.0042	1	0	NA	0.993368	0.1436984	OLFM4	796972	ncHAE
chr13:56506713-56507012	0.26586380175272	1	1.74549978802552	4.25103742731348e-14	299	0.99206349	0.07947	1	0	0	0	NA	0.9942691	0.09941893	PCDH17	-1699792	ncHAE
chr13:60084919-60085394	0.112075383376929	1	2.20232788317169	2.97961406161249e-14	475	0.99206349	0.0506	2	0.0048	5	0	NA	0.999449	0.01200728	DIAPH3	652964	ncHAE
chr13:60159399-60159698	0.23805280271525	1	1.90384509102639	0.312686889151519	299	0.984127	0.1407	6	0	0	0	NA	0.9996312	0.01578776	DIAPH3	578572	ncHAE
chr13:60954564-60954863	0.0657356118459185	1	2.57407719324512	2.34843575031463e-14	299	0.968254	0.0587	3	0	0	1	NA	0.9999855	0.001608911	TDRD3	-16713	ncHAE
chr13:61846738-61847037	0.138384290607464	0.820658553592509	2.54082457436929	1.03411931743944	299	0.99206349	0.0433	1	0.0014	3	0	NA	0.9841845	0.1673771	PCDH20	155094	ncHAE
chr13:63665796-63666134	0.541774944395704	1	1.97123248345985	0.230156496058242	338	0.99206349	0	0	0.0021	2	0	NA	0.9230288	0.5140499	PCDH20	-1663983	ncHAE
chr13:64221159-64221458	0.0190081237665221	1	3.32475160947955	0.446755210537945	299	0.99206349	0.0204	1	0.0053	2	0	NA	0.9992637	0.01724115	PCDH20	-2219327	ncHAE
chr13:65031226-65031525	0.530191764278633	1	1.46573781234863	0.503089887239458	299	0.99206349	0	0	0.0017	2	0	NA	0.9044998	0.5577472	PCDH9	2773092	ncHAE
chr13:66047362-66047661	0.00779808590328024	0.538944240138105	3.11316230248553	1.43095169601232	299	0.99206349	0	0	0.0055	2	0	NA	0.9977077	0.04383104	PCDH9	1756956	ncHAE
chr13:67620113-67620412	0.425515528482036	0.26988252354814	1.14598113458217	2.05752126152944	299	0.984127	0.0613	1	4e-04	1	1	NA	0.8997756	0.5620027	PCDH9	184205	ncHAE
chr13:67824329-67824628	0.0309163050366262	1	2.9861586488528	0.500479114020657	299	0.99206349	0	0	0.0078	1	0	NA	0.9994351	0.01951343	PCDH9	-20011	ncHAE
chr13:68011418-68011717	0.0235122053925537	1	2.02369040457606	1.26473060336363e-14	299	0.99206349	0	0	0.0012	3	0	NA	0.9985169	0.04706332	PCDH9	-207100	ncHAE
chr13:68080384-68080683	0.377051850691164	1	1.59998150214445	4.81140808859016e-14	299	0.9761905	0.2981	3	0.0014	3	0	NA	0.9999967	0.002436179	PCDH9	-276066	ncHAE
chr13:68194768-68195067	0.000974982943765634	1	3.6440204513901	1.66639568256079e-14	299	0.865079	0.4163	3	0	0	0	NA	0.9997475	0.006983929	PCDH9	-390450	ncHAE
chr13:69303694-69303994	0.0701577351621502	0.685732640294457	2.1716335078399	1.26985513631771	300	0.9761905	0.1162	1	0.0033	2	0	NA	0.9997639	0.01212858	KLHL1	1378747	ncHAE
chr13:69670854-69671153	0.036120090638231	0.807357829590995	1.53908474200133	0.797686239344916	299	0.984127	0.0272	1	0	0	0	NA	0.9982717	0.07734471	KLHL1	1011587	ncHAE
chr13:69948192-69948492	0.130503413018123	1	2.24759251731055	2.45637702231632e-14	300	0.9603175	0.0567	1	0.0026	3	0	NA	0.999794	0.0114535	KLHL1	734249	ncHAE
chr13:71533164-71534052	0.327915076076391	0.551507195073227	1.58726965641606	0.860268612421198	888	0.984127	0.3333	4	0.0014	3	0	NA	0.9999231	0.002964246	KLHL1	-851017	ncHAE
chr13:71723753-71724353	0.00565794905203232	0.235808190574329	2.88792070333386	1.23661681408172	600	0.968254	0.04533	4	0.001	6	0	NA	0.9999994	2.738766e-05	DACH1	717277	ncHAE
chr13:71800456-71800756	0.00870121773661436	1	3.18919875642565	0.395414810456418	300	0.99206349	0.04535	2	0	0	0	NA	0.99941	0.02046679	DACH1	640724	ncHAE
chr13:71825602-71826180	0.50574143231388	0.763395495052259	1.30516479672962	0.662540290855562	578	0.9761905	0.021	3	0.001	6	0	NA	0.9989699	0.02249235	DACH1	615439	ncHAE
chr13:71897529-71897829	0.0828490447758155	0.385486429125415	2.75624934286615	0.499410650767201	300	0.99206349	0.22815	2	0.0025	4	0	NA	0.9999472	0.008253842	DACH1	543651	ncHAE
chr13:72212292-72213257	1	1	0.642991763012031	2.69747172341333e-14	965	0.9603175	0.09315	2	0.0035	6	0	NA	0.9963159	0.06103107	DACH1	228555	ncHAE
chr13:72341646-72341994	0.20007566568901	1	1.46083073906364	0.277093174902188	348	0.99206349	0.4483	3	0.0016	4	0	NA	0.9981749	0.08223607	DACH1	99510	ncHAE
chr13:72373490-72373789	0.183821285773089	1	1.2593819671927	0.323618497890947	299	0.9761905	0	0	9e-04	2	0	NA	0.9980984	0.08404526	DACH1	67690	ncHAE
chr13:72518567-72519254	0.542921426779978	1	0.98117904877384	1.4954818384302e-14	687	0.99206349	0.01209	2	0.0069	2	0	NA	0.9983321	0.03916334	DACH1	-77581	ncHAE
chr13:72528881-72529180	0.0377281128903532	1	3.00525087684971	0.381391211926272	299	0.99206349	0.1923	2	0.0026	2	0	NA	0.9996149	0.01584527	DACH1	-87701	ncHAE
chr13:72818602-72819273	0.897489614434937	1	1.0898320846292	1.613583017047e-14	671	0.99206349	0.1857	8	0.0029	4	0	NA	0.9983639	0.04825409	DACH1	-377608	ncHAE
chr13:73085347-73085679	0.373750805253482	1	1.14209023742559	0.312689120692517	332	0.99206349	0.0667	4	0	0	0	NA	0.9962105	0.111406	MZT1	216312	ncHAE
chr13:73114823-73115548	0.00183245278628608	1	2.76007582358503	0.266219518037656	725	0.99206349	0.0889	4	0.0015	4	3	NA	1	2.627033e-08	MZT1	186639	ncHAE
chr13:74879899-74880324	0.388250574967295	1	1.29082532930191	2.2226665450333e-14	425	0.888889	0.4844	1	0.0053	4	0	NA	0.9999519	0.008451744	KLF12	-310926	ncHAE
chr13:75254028-75254488	0.386070013029847	1	1.36459389714578	3.02370276400711e-14	460	0.99206349	0.0885	1	4e-04	3	0	NA	0.9971265	0.06739587	KLF12	-685072	ncHAE
chr13:75411753-75412053	0.273652510361243	1	1.78942908784697	0.439229179221015	300	0.99206349	0	0	0.0036	4	0	NA	0.9920537	0.118515	TBC1D4	644347	ncHAE
chr13:75540775-75541131	0.0824916547444355	1	2.59035217198381	2.65848984067673e-14	356	0.730159	0	0	0.0049965	2	0	NA	0.9998729	0.008065671	TBC1D4	515297	ncHAE
chr13:76739482-76739781	0.125782388391099	0.470733352937706	2.65796600837564	0.988197144375195	299	0.9761905	0.41255	2	6e-04	5	0	NA	0.9912925	0.1203303	LMO7	404835	ncHAE
chr13:77063375-77063677	0.0593199680121863	1	2.82943594581845	0.791507763494579	302	0.9365079	0.2109	5	0.0028	1	0	NA	0.9999992	0.0004566109	KCTD12	396999	ncHAE
