chromosome	pval.human	pval.chimp	zeta.human	zeta.chimp	size	Specificity	maf_common	S_common	maf_rare	S_rare	eQTLs	PhastCons	PP_con	PP_acc	gene	dTSS	type
chr12:101114581-101114895	1	1	1.91152519915992e-14	0.741875559820486	314	0.9761905	0	0	0.0054	3	0	NA	0.3797794	1	ANO4	-73847	DHS
chr12:101673561-101673975	1	1	0.699882746974704	0.430491717827943	414	0.9603175	0.0633	3	0.0014	3	1	0	0.5930507	0.8519811	UTP20	-119	DHS
chr12:102001726-102002035	1	1	0.451897672355988	0.771693452228136	309	0.968254	0	0	0.0041	2	0	NA	0.8872774	0.7305194	MYBPC1	13134	DHS
chr12:102032621-102032935	1	0.0342072322482936	0.0850075439118284	2.9837239820654	314	0.9761905	0.2268	4	0.0029	8	2	NA	0.3951119	1	MYBPC1	44031	DHS
chr12:102167441-102167975	1	1	2.39971478548242e-14	0.191673405376265	534	0.0317460000000001	0.02	1	0.0022	1	0	0.001	0.149584	1	SYCP3	-34461	DHS
chr12:102171821-102172135	0.752721886452798	0.938329806728296	1.03136475326191	0.60954861277035	314	0.968254	0.021	1	0	0	0	NA	0.8676543	0.6124841	SYCP3	-38731	DHS
chr12:10217921-10218230	0.0312441406158709	1	3.20969300892467	0.0974853040968662	309	0.9761905	0	0	0.0016	3	0	NA	0.9994878	0.01379124	CLEC1A	33508	DHS
chr12:103012101-103012410	0.920702398272504	0.740584019889917	1.18984511744892	0.869703333368866	309	0.968254	0.21635	2	0.0024	3	0	NA	0.9677621	0.3775275	IGF1	-137915	DHS
chr12:103118046-103118355	1	0.0928252760155536	0.606988312718546	2.49713892418183	309	0.968254	0.0102	1	0.0043	2	0	NA	0.71052	0.8681849	PAH	193180	DHS
chr12:103161586-103161895	1	0.196837625757081	2.16850977023835e-14	2.01883018058128	309	0.968254	0.0691	1	0.0016	3	0	NA	0.1489635	1	PAH	149640	DHS
chr12:103245006-103245310	1	1	0.463019072928539	0.422795314960479	304	0.9761905	0.0313	1	0.0041	4	0	NA	0.8296414	0.7930747	PAH	66223	DHS
chr12:103494261-103494570	0.203934919397323	1	0.526580758920438	1.39326683537324e-14	309	0.9761905	0	0	8e-04	1	0	NA	0.9989648	0.2846154	ASCL1	142952	DHS
chr12:103969061-103969775	0.658957848168065	1	1.00829892405851	0.294885570829687	714	0.02381	0.26885	4	0.0016	5	2	0	0.8228433	0.4812607	STAB2	-11633	DHS
chr12:104071846-104072155	1	1	1.67541412266515e-14	0.894373512583611	309	0.9761905	0.1891	2	0.0058	1	0	NA	0.457707	1	STAB2	90950	DHS
chr12:104089646-104089955	1	1	0.597513309088771	2.26092723039288e-14	309	0.9761905	0	0	0.0027	2	0	NA	0.6698662	0.8829572	STAB2	108750	DHS
chr12:104228961-104229275	1	0.369246112148452	2.13784651044479e-14	1.02711707760101	314	0.968254	0.0645	2	9e-04	6	1	NA	0.4765288	1	NT5DC3	5857	DHS
chr12:104502961-104503250	1	1	0.856213348192327	1.82446644836249e-14	289	0.02381	0	0	0	0	0	0	0.9399444	0.4771134	NFYB	28961	DHS
chr12:104680581-104680910	1	1	0.387292057057631	0.575913340202093	329	0.00793699999999997	0.1971	3	4e-04	2	3	0.002	0.7752552	0.8327859	EID3	-16771	DHS
chr12:104682206-104682750	1	1	1.26768869335132e-14	0.735072713636262	544	0.968254	0.04205	2	0.0024	3	1	5e-04	0.0672814	1	EID3	-15039	DHS
chr12:104775426-104775915	1	1	0.53134688988717	0.241675372467083	489	0.9365079	0.0204	1	0.0018	3	0	0	0.5461343	0.8749069	CHST11	-75080	DHS
chr12:105035026-105035335	1	1	0.880008963676737	0.724281962478943	309	0.968254	0	0	0.0032	4	0	NA	0.604191	0.8480679	CHST11	184430	DHS
chr12:105371121-105371430	1	1	1.7694797179318e-14	0.321155788857523	309	0.968254	0.02765	2	0.0012	3	0	NA	0.5583158	1	SLC41A2	-48843	DHS
chr12:105501341-105502170	1	0.952435212829066	0.272637820219693	0.633253763385897	829	0.015873	0.0159	2	6e-04	5	0	0.001	0.3650392	0.9406713	KIAA1033	264	DHS
chr12:105602926-105603235	1	1	2.63373545360385e-14	0.567613161559889	309	0.968254	0.1386	1	0.0026	2	1	NA	0.5163981	1	APPL2	26780	DHS
chr12:106006266-106006570	0.66159821237538	0.285486303025468	0.856003191065018	1.63730065265306	304	0.9761905	0.02855	2	0.001	1	0	NA	0.9249092	0.5133674	APPL2	-376557	DHS
chr12:106018666-106018975	0.222503719765496	0.691153012084343	1.56476027141898	1.09384785879033	309	0.9761905	0	0	0.0028	9	0	NA	0.9614375	0.3144305	APPL2	-388960	DHS
chr12:106462266-106462575	1	1	0.576509514939327	2.52884848484848e-14	309	0.968254	0	0	0.005	2	0	NA	0.711368	0.8669562	NUAK1	71390	DHS
chr12:106477366-106477675	0.271766676784058	1	1.86560790511338	1.58679658761838e-14	309	0.968254	0.3346	4	0.0028	3	1	NA	0.9851911	0.1593009	NUAK1	56290	DHS
chr12:106529386-106530370	1	1	0.232736811405472	0.650156742206818	984	0.753968	0.1492	5	0.002	8	0	0.002	0.2430445	0.983383	NUAK1	3933	DHS
chr12:106727526-106727830	1	1	0.478030093300537	0.482566948555321	304	0.9603175	0	0	0.0012	4	0	NA	0.8252283	0.7954422	POLR3B	-23758	DHS
chr12:106751221-106752555	0.376787216068045	0.275039686461616	1.19610034458527	1.4449807022371	1334	0.873016	0.0373	9	0.0024	23	4	0	0.6890922	0.5816482	POLR3B	452	DHS
chr12:107187206-107187510	1	1	0.42635119702664	1.59681742019377e-14	304	0.9761905	0.018	3	0.009	1	0	NA	0.6736949	0.8842156	RIC8B	18940	DHS
chr12:107380346-107381095	0.345156656739352	1	1.20329726463643	0.459997653067497	749	0.896825	0.0627	8	0.0046	7	4	0	0.8318287	0.4629768	MTERFD3	183	DHS
chr12:107802666-107802975	1	0.535093240879724	0.440377042693014	1.49100346851596	309	0.9761905	0	0	0.0016	5	0	NA	0.6748401	0.8831011	BTBD11	90631	DHS
chr12:107811486-107811795	1	1	3.46781724336989e-14	0.307627110937315	309	0.968254	0.02575	2	0.0016	5	0	NA	0.4230987	1	BTBD11	99451	DHS
chr12:107825781-107826095	1	1	0.842189048197119	0.443546935780832	314	0.9761905	0.0579	1	0.0058	2	0	NA	0.7877187	0.7134048	BTBD11	113748	DHS
chr12:107853746-107854055	1	0.0407975071466556	0.507828883865268	2.71720114200747	309	0.968254	0	0	4e-04	1	0	NA	0.6468843	0.8934462	BTBD11	141711	DHS
chr12:108001281-108001955	0.385026889250646	1	1.37576854659047	0.905527396022478	674	0.00793699999999997	0	0	0.0016	5	0	0	0.843126	0.425885	PWP1	-77891	DHS
chr12:108034466-108034775	0.27636921777541	1	1.64438262911093	1.09919565792439e-14	309	0.968254	0.2402	1	0	0	0	NA	0.994706	0.09497025	PWP1	-44888	DHS
chr12:108169546-108169855	1	0.797574186916933	0.878534326872076	1.22319519026815	309	0.9761905	0	0	0.0014	6	0	NA	0.945547	0.4598519	ASCL4	1539	DHS
chr12:108734486-108734790	0.0853385456630525	0.40219897538414	2.71253320959051	1.44881329991108	304	0.9761905	0.3858	5	0.0015	2	0	NA	0.9807178	0.1825933	CMKLR1	-1544	DHS
chr12:108835421-108835735	0.274148296212192	1	1.36785117074495	0.596995616705223	314	0.968254	0.1755	1	0.0058	3	1	NA	0.8670067	0.5380809	FICD	-73384	DHS
chr12:108905281-108906070	0.972136756040339	0.983302732159512	0.464746547049555	0.519309685835158	789	0.9444444	0.0677	1	0.0012	7	0	0.002	0.6691643	0.8045898	FICD	-3286	DHS
chr12:108956126-108956415	1	1	0.401458363007399	0.36298891276177	289	0	0.1975	3	0.0011	2	3	0	0.6059931	0.911589	ISCU	-106	DHS
chr12:108957346-108957750	1	1	0.297184410306582	0.321755944311422	404	0	0	0	0.0023	4	0	0	0.7513447	0.8486678	ISCU	1171	DHS
chr12:109058606-109058875	1	1	0.522628551097564	3.02840065648137e-14	269	0	0	0	0	0	0	0	0.9107442	0.6956072	SELPLG	-32887	DHS
chr12:109197126-109197590	0.376488670151659	0.88894253811311	1.03722060053007	1.13257878476511	464	0.952381	0.3093	3	0.0022	7	1	0	0.9110448	0.4519796	SSH1	54008	DHS
chr12:109458661-109458935	0.299946503473945	1	0.468076410348476	9.71973568900433e-15	274	0.0317460000000001	0.09924	1	8e-04	5	0	0.998	0.9590917	0.5963525	USP30	-31593	DHS
chr12:109531121-109531455	0.363217469444444	0.00131153110819549	1.45773103621194	4.05740351037421	334	0	0.03652	2	0.0048	7	2	0	0.6608596	0.7210539	ALKBH2	-24	DHS
chr12:109671066-109671375	1	1	0.522114907252787	0.421339775503544	309	0.9761905	0.0355	1	0.004	3	0	NA	0.5984661	0.9124262	FOXN4	75804	DHS
chr12:109727266-109727570	1	0.625284348412778	0.465015209553853	0.838780873372742	304	0.9761905	0	0	0.0018	2	0	NA	0.8412855	0.7798296	FOXN4	19607	DHS
chr12:109865901-109866295	0.149719538047066	0.28894168411177	1.53910498931566	1.82482611622167	394	0.015873	0.26185	2	0.0014	5	2	0	0.9278109	0.3571306	KCTD10	49251	DHS
chr12:109870606-109870870	1	0.605144682081802	2.1532238121654e-14	0.951095200079832	264	0.02381	0	0	6e-04	3	0	0.0075	0.6499101	1	KCTD10	44611	DHS
chr12:109915026-109915895	1	1	0.618992051215449	0.576105032295382	869	0.015873	0.02955	4	0.0016	5	1	0.003	0.3543679	0.9045989	UBE3B	14	DHS
chr12:110002786-110003090	0.122731519637872	1	2.42845466743786	0.892902760238138	304	0.9761905	0.4816	1	4e-04	3	1	NA	0.9964033	0.05885587	MVK	-8679	DHS
chr12:110049706-110050015	0.113618838628027	1	2.40535969978247	2.98547733570143e-14	309	0.9761905	0.3848	1	4e-04	1	1	NA	0.9741645	0.1846768	MMAB	-38182	DHS
chr12:110282926-110283395	0.909621067760619	0.501103780716588	0.357499704150528	1.11226627231425	469	0.777778	0.0853	1	0.0032	6	1	0	0.5328643	0.9303843	TRPV4	-30465	DHS
chr12:110387701-110388015	1	1	0.416020252928154	0.971894485878469	314	0.968254	0	0	0.004	3	0	NA	0.6232381	0.905256	GIT2	46171	DHS
chr12:110390566-110390875	1	1	2.919258806783e-14	0.283483815490449	309	0.968254	0	0	0.0027	4	0	NA	0.7075193	1	GIT2	43308	DHS
chr12:110436826-110437335	1	1	0.293668148324931	0.394725173747653	509	0	0	0	0.0012	3	0	0.025	0.5315973	0.9311726	ANKRD13A	-247	DHS
chr12:110485986-110486550	0.997743244549384	1	0.236853514696587	0.286706927175844	564	0.9285714	0.026	3	0.0012	7	1	0	0.3983474	0.9617022	C12orf76	19232	DHS
chr12:110537961-110538630	1	1	0.32307256321613	0.561203363332911	669	0.5	0	0	0.0038	7	0	0.001	0.3971364	0.9615428	IFT81	-23886	DHS
chr12:110815221-110815535	1	1	4.08057074370584e-14	3.25591752036052e-14	314	0.9761905	0	0	0.0027	2	0	NA	0.8814746	1	ANAPC7	26157	DHS
chr12:110840866-110841690	1	1	0.188564932423513	0.679133470470466	824	0.857143	0.0114	5	0.0018	8	2	0.001	0.07470577	0.9972513	ANAPC7	257	DHS
chr12:110888046-110888315	1	1	0.520901404162129	0.755775059694947	269	0	0.0138	1	0.001	5	0	0	0.551765	0.9257281	ARPC3	31	DHS
chr12:110907001-110907310	0.730610299382038	0.306879099694774	1.10374008516891	1.20075397326978	309	0.02381	0	0	6e-04	4	1	0	0.9230403	0.5122759	GPN3	-630	DHS
chr12:111040021-111040310	1	1	3.05600407174699e-14	0.569862584338244	289	0.02381	0	0	0	0	0	0.001	0.4753125	1	TCTN1	-11803	DHS
chr12:111051721-111051995	0.0941523215793113	0.238380107566725	1.70189871274234	1.64050410665397	274	0	0	0	0.0046	1	0	0	0.9363139	0.3895028	TCTN1	-111	DHS
chr12:111065326-111065630	1	1	0.483543768897308	1.20352102154885e-14	304	0.968254	0	0	0.003	3	0	NA	0.9493514	0.6227182	TCTN1	13509	DHS
chr12:111264486-111265095	0.775054947440342	0.470626769105225	1.15341541781129	1.39939951881972	609	0.00793699999999997	0.4828	2	0.0012	5	1	0	0.8574131	0.4534147	PPP1CC	-84047	DHS
chr12:111325681-111326075	1	1	0.346184758485331	0.945687755512694	394	0.896825	0	0	0.0034	1	0	5e-04	0.4783092	0.945719	MYL2	32503	DHS
chr12:111533826-111534130	0.393154951821382	1	1.93159282169191	0.687378061700975	304	0.9761905	0	0	0	0	0	NA	0.9599397	0.3163489	CUX2	62150	DHS
chr12:111889501-111889910	1	1	0.56333675889103	0.21543264685187	409	0.0317460000000001	0.1166	1	8e-04	2	1	0.001	0.8690365	0.7524907	SH2B3	45954	DHS
chr12:112123706-112123970	0.0787347346486316	0.134293615999599	2.20882177351802	2.0538941279797	264	0	0	0	0.0026	1	0	0	0.8368543	0.5775901	ACAD10	-42	DHS
chr12:112524961-112525270	1	1	0.494234522179075	1.71906770477681e-14	309	0.9761905	0.4878	1	0.0058	1	1	NA	0.8693871	0.7499696	NAA25	21710	DHS
chr12:112546501-112547075	1	1	0.218440721068888	0.57060131740611	574	0.00793699999999997	0	0	0.0016	2	0	0.016	0.4088272	0.9600137	NAA25	38	DHS
chr12:112562826-112563450	1	1	0.670373091658403	0.408078369070636	624	0.9285714	0	0	8e-04	3	0	0.001	0.9480404	0.3589804	TRAFD1	-211	DHS
chr12:112613261-112613575	1	0.807911377799663	0.506347942895733	1.10183171758195	314	0.9761905	0	0	0	0	0	NA	0.7240843	0.8592562	TRAFD1	50069	DHS
chr12:112823966-112824275	1	0.179054528910412	1.55904228570452e-14	1.04362816518295	309	0.9761905	0	0	0.001	2	0	NA	0.7273217	1	HECTD4	-4225	DHS
chr12:112846801-112847535	1	1	0.771338789109593	0.504895697582225	734	0.698413	0.0319	1	0.0026	6	1	0	0.4047014	0.881976	RPL6	232	DHS
chr12:113529781-113530095	1	0.244672401623837	1.99858771334385e-14	1.81977665919661	314	0.9761905	0.1599	1	0.0017	2	1	NA	0.5227779	1	DTX1	34443	DHS
chr12:113535846-113536550	1	1	0.518958615194701	0.620957668887022	704	0.9365079	0.1171	4	0.0019	4	2	0	0.7120005	0.7192531	RASAL1	37831	DHS
chr12:113852326-113852635	1	1	0.48246555760366	0.79355347986785	309	0.9761905	0.04055	2	0.0035	2	1	NA	0.4986097	0.9409749	SDSL	-7561	DHS
chr12:114193081-114193395	0.683345661817585	1	1.75896555124581	0.0282855158323119	314	0.9761905	0.0194	1	0.0046	2	0	NA	0.9599626	0.3231782	RBM19	210873	DHS
chr12:114304326-114304635	1	1	1.56695810844063e-14	1.07615248713362e-14	309	0.968254	0.1157	2	0.002	2	1	NA	0.5895838	1	RBM19	99630	DHS
chr12:114356246-114356555	1	1	0.452990424333978	0.503167241411105	309	0.968254	0.20105	2	0.0016	3	1	NA	0.7854349	0.8254239	RBM19	47710	DHS
chr12:114466026-114466335	0.0530179851960453	0.113038247907669	1.5595905767875	2.81486223463759	309	0.9761905	0.0495	1	0.0022	5	0	NA	0.9582658	0.3225802	RBM19	-62070	DHS
chr12:115227706-115228010	1	0.514827922379329	0.366046758356788	1.34396413348687	304	0.9761905	0.0122	1	0.003	5	0	NA	0.8318232	0.7876095	TBX3	-106463	DHS
chr12:116146541-116146850	1	1	0.906011809057635	0.809778885616842	309	0.9761905	0	0	0.0054	3	0	NA	0.8836679	0.5922707	MED13L	568447	DHS
chr12:116195301-116195610	0.81544342811919	1	1.23838647308095	1.50792565291255e-14	309	0.9761905	0.0148	3	0.0018	4	0	NA	0.9016787	0.7059987	MED13L	519687	DHS
chr12:11639526-11639850	0.736384367897146	1	1.31772522190276	0.31612762746491	324	0.015873	0.08415	4	0.0044	2	3	NA	0.8272322	0.6698281	PRB2	-91189	DHS
chr12:116575141-116575450	0.555962085026472	1	1.48818097537725	1.74361287721834e-14	309	0.9761905	0	0	0.0014	3	0	NA	0.9821259	0.2283677	MED13L	139847	DHS
chr12:116796606-116797115	1	0.764271252371471	0.762270187880658	0.572894603382954	509	0.9365079	0.1072	3	0.0022	1	0	0.004	0.9301199	0.4113975	MED13L	-81718	DHS
chr12:116811321-116811630	0.596690729956029	0.598947654323324	0.837149380051304	0.776759575344292	309	0.968254	0.0128	2	0.0028	3	0	NA	0.9350223	0.4913252	MED13L	-96333	DHS
chr12:117022781-117023090	1	0.538204324215906	2.84628252788104e-14	1.47872524818372	309	0.9761905	0	0	0.0022	3	0	NA	0.5326024	1	MAP1LC3B2	25750	DHS
chr12:117082741-117083055	0.446979439160504	1	1.5805899116284	0.422614880029394	314	0.9761905	0.4687	1	0.0015	4	0	NA	0.9661571	0.2507656	MAP1LC3B2	85712	DHS
chr12:117484321-117484635	1	1	8.71584022091103e-14	0.80655148868931	314	0.9761905	0.0731	1	0.002	7	0	NA	0.5182017	1	TESC	52796	DHS
chr12:117571486-117571790	1	0.591852838561896	0.47788903168987	1.62167991139954	304	0.9761905	0.0198	2	0.0018	1	0	NA	0.5440875	0.9301663	TESC	-34364	DHS
chr12:117650481-117650750	0.998871621018033	1	0.455589785601633	0.487237850286782	269	0.02381	0.03285	2	0.0024	1	0	0	0.6790142	0.8837906	FBXO21	-22355	DHS
chr12:117792946-117793255	0.998871621018033	0.874406936338894	0.783643092633045	0.296017292623615	309	0.968254	0	0	0.0012	1	0	NA	0.7408124	0.7582186	NOS1	-24222	DHS
chr12:117906586-117906895	0.611743398093231	0.666465839938504	1.41095292026284	1.33412553030664	309	0.9761905	0	0	0.0072	3	0	NA	0.852201	0.5602172	NOS1	-137862	DHS
chr12:117922881-117923195	0.350102939641213	1	0.941356073758606	0.706413103831205	314	0.9761905	0.234	1	8e-04	1	0	NA	0.8685933	0.6109824	NOS1	-154159	DHS
chr12:118141446-118141755	0.659754456298404	0.32803538731884	1.12541913446774	1.57391780500445	309	0.968254	0.0729	2	0.0015	4	0	NA	0.8566603	0.6317969	KSR2	265187	DHS
chr12:118446486-118446795	1	1	0.496449926119877	0.313868189857636	309	0.9761905	0	0	0.0039	2	0	NA	0.7859521	0.8226663	RFC5	-7874	DHS
chr12:118454266-118454555	1	0.79507750442212	0.363071651318161	0.813743354158724	289	0	0.0747	3	0	0	1	0	0.6278906	0.9034796	RFC5	-104	DHS
chr12:118478846-118479150	0.752283721167931	0.98866031150872	1.30502754382385	0.890814542757756	304	0.9761905	0	0	0.0012	3	0	NA	0.9296702	0.4099434	WSB2	19997	DHS
chr12:118573721-118574010	0.140213910460829	0.0145943221034394	1.9739972141206	3.5889405391631	289	0.015873	0.0114	1	0.0066	3	0	0	0.9444171	0.3118311	PEBP1	203	DHS
chr12:118826286-118826595	1	1	3.62629229563499e-14	3.34922856912665e-14	309	0.968254	0	0	0.0054	3	0	NA	0.4946535	1	SUDS3	12256	DHS
chr12:119836986-119837290	0.235106533419223	0.317793479009966	1.74051843719389	0.768803377470556	304	0.9761905	0.17605	2	0.0021	4	0	NA	0.9975055	0.06405609	TMEM233	-194126	DHS
chr12:12000186-12000495	1	1	5.12629685686976e-14	4.79491099309535e-14	309	0.968254	0.0162	1	0	0	0	NA	0.6087137	1	ETV6	197553	DHS
chr12:120105506-120105830	1	1	0.43529054009756	0.670285513539101	324	0	0.2355	2	0.0018	4	2	0	0.6058685	0.9083419	PRKAB1	110	DHS
chr12:120112401-120112710	1	1	0.505928742782095	0.516039992932311	309	0.9761905	0.0112	1	0.0038	4	0	NA	0.4796522	0.9447767	PRKAB1	6998	DHS
chr12:120228986-120229295	0.602321982467972	1	1.22833693630285	5.75521565597001e-14	309	0.9761905	0	0	0.0032	4	0	NA	0.954973	0.3433586	CIT	85954	DHS
chr12:12030361-12030670	1	0.0165819994796008	2.16315844413102e-14	3.72581085277153	309	0.9761905	0	0	0.002	4	0	NA	0.2811828	1	BCL2L14	-193357	DHS
chr12:120315081-120315635	1	1	0.287441793938623	0.97188819353966	554	0	0.0234	1	0.0039	2	1	0.001	0.2590146	0.9815696	CIT	-263	DHS
chr12:120339846-120340150	0.739235179034027	1	0.89358422230824	1.36891036583764e-14	304	0.015873	0.1991	1	0.0018	1	0	0	0.9627561	0.4024134	CIT	-24903	DHS
chr12:120638866-120639230	1	0.737061714069471	0.719241204839536	1.12062943962115	364	0	0.0222	1	0.0031	8	0	0	0.4366476	0.9538148	RPLP0	-146	DHS
chr12:120763301-120763995	0.971326691449876	0.44444556802446	0.901190299705977	1.06765062716237	694	0.015873	0.2316	4	7e-04	2	1	0	0.8657209	0.4769115	PLA2G1B	1944	DHS
chr12:120794421-120794855	1	0.564726682849407	0.367264605625161	1.03490504256713	434	0.055556	0.1428	2	0.0016	2	1	0.1745	0.5975179	0.9127565	MSI1	12345	DHS
chr12:120875626-120875950	1	1	0.966417135026773	2.45036985560583e-14	324	0	0.2594	2	0.0011	4	1	0	0.7907914	0.7092389	COX6A1	-105	DHS
chr12:121019126-121019415	0.912402165469886	1	1.13205430633441	1.01114219013133	289	0	0.2139	1	0.0013	6	1	0	0.8307752	0.5933161	POP5	-70	DHS
chr12:121079826-121080130	1	1	2.11739520880863e-14	1.88734846402794e-14	304	0.9761905	0.1426	1	0.001	2	0	NA	0.5078738	1	CABP1	1623	DHS
chr12:121084721-121085195	1	0.141681383989645	0.64434201246346	1.29907719782648	474	0.388889	0.1404	7	0.003	1	1	0.001	0.8217153	0.6728497	CABP1	6603	DHS
chr12:121124086-121124995	1	1	0.505486657581875	0.628497426559239	909	0.079365	0.15145	4	0.004	8	2	0.066	0.246434	0.9555758	MLEC	-131	DHS
chr12:121453666-121454435	1	1	0.919914685843741	0.643014543315057	769	0.952381	0.0911	6	8e-04	9	5	0	0.6617689	0.6884113	OASL	22994	DHS
chr12:121548101-121548415	1	1	1.29033870737092e-14	1.42944356219113e-14	314	0.02381	0	0	0.0016	1	0	0.001	0.5965765	1	P2RX7	-22373	DHS
chr12:121688246-121688555	0.197725964791397	0.146519415644627	0.992536531535025	2.36715115351236	309	0.9761905	0.0306	3	8e-04	3	1	NA	0.8021566	0.6977048	P2RX4	40533	DHS
chr12:121697061-121697375	0.0519041363295518	0.537518689561076	2.93855751687683	1.37679103743477	314	0.9761905	0.0166	1	0.0048	1	0	NA	0.9983375	0.03605203	CAMKK2	38893	DHS
chr12:121772441-121772870	1	1	0.611969696574157	0.22603504811575	429	0.9761905	0.0556	2	0.002	4	1	0.001	0.6700401	0.8082312	ANAPC5	17609	DHS
chr12:121790101-121790430	1	1	0.450243936119734	1.25208241763412e-14	329	0	0.0181	2	0.0016	4	1	0	0.5604975	0.9242118	ANAPC5	-1	DHS
chr12:121837641-121837950	0.269235480601065	0.0839202962580164	1.56923577011256	2.18289947871965	309	0	0.0215	4	0.0019	2	1	0.004	0.7669614	0.6635047	RNF34	-126	DHS
chr12:12185786-12186595	0.379701537316695	1	0.916581233080859	0.623539667253346	809	0.769841	0.027	6	0.001	8	0	NA	0.7624321	0.5845323	BCL2L14	-37682	DHS
chr12:121880646-121882075	1	1	0.376265149153725	0.437400830039689	1429	0.9603175	0.1754	4	0.0024	6	4	0.005	0.4176007	0.8760828	RNF34	43439	DHS
chr12:122232146-122233655	1	1	0.803067175178656	0.215229800891798	1509	0.02381	0.02855	6	0.0017	14	3	0	0.3764992	0.85346	RHOF	-733	DHS
chr12:122265366-122265670	1	0.573286758956313	0.888605850791283	1.08905177127776	304	0.968254	0.0132	1	6e-04	3	0	NA	0.92178	0.5258806	SETD1B	22880	DHS
chr12:122277406-122277735	1	1	0.392135174601382	0.771168919316604	329	0.015873	0	0	0.0015	2	0	0.001	0.5381624	0.9308637	HPD	19194	DHS
chr12:122499261-122499575	0.57486012508041	0.992953366006122	0.847362670110261	0.567815574570281	314	0.9761905	0.0129	2	0.0022	1	0	NA	0.9937999	0.2115682	MLXIP	-17210	DHS
chr12:122501966-122502255	1	1	0.427894327704983	0.427855126619217	289	0.0317460000000001	0.0136	2	0.0016	2	0	0	0.6851695	0.8801579	MLXIP	-14517	DHS
chr12:122615246-122615875	1	1	0.518591694382928	0.55919690773783	629	0.9126984	0.21215	2	6e-04	3	1	0	0.6227998	0.8356363	IL31	43185	DHS
chr12:123333546-123333855	0.778477161356678	0.802426565735997	1.07655554259829	1.20378460282086	309	0.9761905	0.2177	5	0.0012	2	4	NA	0.7613153	0.7388081	HIP1R	13728	DHS
chr12:123344141-123345095	1	0.423903507730746	0.52278136228105	0.972594731208908	954	0.952381	0.0535	6	5e-04	10	5	0	0.2507222	0.9539203	HIP1R	24645	DHS
chr12:123433961-123434275	0.669702769521225	0.730616851320291	1.29820343500108	1.05274342867678	314	0.968254	0	0	0.0054	1	0	NA	0.9308017	0.4110347	OGFOD2	-25009	DHS
chr12:123436641-123437135	0.983340891818606	1	0.801897477442098	0.494837549003165	494	0.968254	0.0126	1	4e-04	1	0	0	0.7703841	0.6585841	OGFOD2	-22239	DHS
chr12:123527846-123528535	0.95686145700729	0.985997901552153	0.928985281899296	0.796466998786071	689	0.777778	0.162	2	0.0018	6	2	0	0.8063021	0.5665825	ABCB9	-61995	DHS
chr12:123660046-123660355	1	1	3.11623018368028e-14	0.386698632466963	309	0.9761905	0.0519	3	0	0	2	NA	0.4144803	1	MPHOSPH9	46240	DHS
chr12:123744366-123744670	0.763165104677893	1	1.00111625889877	0.658133212191889	304	0.9761905	0.0451	1	0	0	1	NA	0.8404438	0.6536309	CDK2AP1	12169	DHS
chr12:123850041-123850515	0.40828606931739	0.21209562542851	1.18334379611886	0.839905085540192	474	0.650794	0.083765	2	0.0028	2	2	0	0.9461703	0.3089079	SBNO1	-15290	DHS
chr12:123888906-123889210	0.304098588986125	1	2.01140592689465	8.20502708103276e-14	304	0.9761905	0	0	0.0034	2	0	NA	0.9954631	0.08579677	SETD8	20738	DHS
chr12:123926321-123926635	0.483809563734124	1	1.70319421817969	0.289150549729671	314	0.9761905	0.0282	1	6e-04	3	1	NA	0.8800528	0.5919268	RILPL2	-5214	DHS
chr12:124066686-124067090	0.09785876527144	1	1.08421019182799	0.423322097538081	404	0.015873	0.011	1	0.0024	3	0	0.003	0.9610462	0.315945	TMED2	-2190	DHS
chr12:124118166-124118435	0.594603644964333	1	1.16449899531869	2.08075942100834e-14	269	0	0.0801	1	6e-04	6	1	0	0.7628506	0.7382414	EIF2B1	12	DHS
chr12:124283966-124284275	1	1	0.750579625373062	7.97731342125585e-14	309	0.968254	0.1184	1	0.007	1	0	NA	0.744747	0.8495631	DNAH10	37079	DHS
chr12:124327066-124327375	1	0.92516833540613	0.407992859333355	1.04364336389101	309	0.968254	0	0	0.0062	1	0	NA	0.5000317	0.940613	DNAH10	80179	DHS
chr12:124389761-124390230	0.0597572893023377	0.769640883473347	2.40740535431674	1.01395852209206	469	0.968254	0.0431	1	8e-04	5	0	0	0.9656264	0.1737473	CCDC92	67375	DHS
chr12:124679541-124679850	1	1	0.432786244106974	1.95986170625951e-14	309	0.9761905	0	0	6e-04	3	0	NA	0.8413527	0.7815632	ZNF664	222026	DHS
chr12:124778201-124778510	1	1	0.548435308929718	0.279303314149809	309	0.968254	0.1008	1	0.0062	1	0	NA	0.6551801	0.8918461	NCOR2	201442	DHS
chr12:124782421-124782735	1	0.497314749045992	2.32532247967003e-14	1.26330586614137	314	0.9761905	0	0	0.0022	6	0	NA	0.2486533	1	NCOR2	197220	DHS
chr12:124793146-124793450	0.0664379401786777	0.676204367005031	3.04231571162672	0.9473274249112	304	0.9761905	0	0	8e-04	3	0	NA	0.9812814	0.1495024	NCOR2	186500	DHS
chr12:124909006-124909315	1	1	0.378959792291655	0.733040702765302	309	0.9761905	0.0184	1	8e-04	2	0	NA	0.3433445	0.9714536	NCOR2	70637	DHS
chr12:124954081-124954390	1	0.763659107532885	0.425667848029113	1.25699945924455	309	0.9761905	0.0224	1	0.0018	5	0	NA	0.739483	0.8537174	NCOR2	25562	DHS
